0,1732067549,1732067549
1,1732089153,1732089154
2,1732110756,1732110757
3,1732132360,1732132361
4,1732153963,1732153245
5,1732175566,1732174848
6,1732197169,1732196037
7,1732218773,1732217641
8,1732240377,1732239245
9,1732261980,1732260848
10,1732283583,1732282451
11,1732305186,1732304054
12,1732326789,1732325658
13,1732348392,1732347261
14,1732369995,1732368864
15,1732391599,1732390468
16,1732413203,1732412072
17,1732434806,1732433676
18,1732456409,1732455279
19,1732478012,1732476882
20,1732499616,1732498486
21,1732521219,1732517053
22,1732542822,1732538656
23,1732564427,1732559869
24,1732586030,1732581472
25,1732607633,1732603076
26,1732629237,1732624089
27,1732650841,1732645694
28,1732672444,1732666901
29,1732694047,1732688504
30,1732715650,1732710107
31,1732737253,1732731710
32,1732758856,1732753314
33,1732780459,1732774917
34,1732802062,1732795357
35,1732823665,1732816748
36,1732845268,1732838351
37,1732866872,1732859955
38,1732888475,1732881559
39,1732910079,1732902400
40,1732931682,1732924003
41,1732953286,1732945607
42,1732974889,1732967211
43,1732996492,1732988814
44,1733018095,1733010417
45,1733039698,1733032021
46,1733061302,1733053625
47,1733082905,1733073644
48,1733104510,1733095249
49,1733126114,1733116853
50,1733147718,1733138458
51,1733169321,1733159191
52,1733190924,1733180554
53,1733212527,1733202158
54,1733234131,1733223413
55,1733255734,1733244796
56,1733277337,1733266399
57,1733298940,1733287560
58,1733320543,1733308939
59,1733342146,1733330542
60,1733363750,1733352147
61,1733385353,1733373750
62,1733406956,1733395353
63,1733428559,1733415893
64,1733450162,1733437497
65,1733471765,1733458695
66,1733493368,1733480128
67,1733514971,1733501542
68,1733536574,1733522908
69,1733558178,1733544512
70,1733579781,1733566116
71,1733601384,1733587719
72,1733622987,1733609322
73,1733644591,1733630926
74,1733666195,1733651405
75,1733687799,1733673009
76,1733709402,1733694612
77,1733731005,1733716215
78,1733752609,1733736993
79,1733774212,1733758596
80,1733795815,1733780199
81,1733817418,1733801803
82,1733839021,1733823406
83,1733860625,1733845010
84,1733882228,1733866613
85,1733903831,1733888217
86,1733925434,1733909820
87,1733947037,1733931423
88,1733968640,1733953026
89,1733990243,1733974630
90,1734011846,1733996233
91,1734033450,1734017837
92,1734055053,1734039440
93,1734076657,1734061045
94,1734098261,1734079448
95,1734119865,1734101052
96,1734141468,1734122236
97,1734163072,1734143840
98,1734184675,1734165443
99,1734206280,1734187048
100,1734227883,1734208652
101,1734249486,1734230255
102,1734271089,1734250712
103,1734292692,1734272107
104,1734314295,1734293710
105,1734335899,1734315314
106,1734357502,1734336361
107,1734379105,1734357964
108,1734400708,1734379567
109,1734422311,1734400564
110,1734443914,1734422167
111,1734465518,1734443358
112,1734487122,1734464962
113,1734508725,1734486565
114,1734530329,1734508169
115,1734551932,1734529773
116,1734573535,1734551376
117,1734595138,1734572979
118,1734616741,1734594583
119,1734638344,1734616186
120,1734659948,1734637790
121,1734681551,1734659393
122,1734703155,1734678917
123,1734724759,1734700522
