0,1732068184,1732068184
1,1732089787,1732089788
2,1732111391,1732111392
3,1732132994,1732132996
4,1732154598,1732154600
5,1732176201,1732176203
6,1732197804,1732197807
7,1732219407,1732218181
8,1732241011,1732239786
9,1732262615,1732261038
10,1732284219,1732282428
11,1732305823,1732304032
12,1732327426,1732325636
13,1732349030,1732347240
14,1732370633,1732368843
15,1732392236,1732390447
16,1732413839,1732412050
17,1732435443,1732432307
18,1732457047,1732453911
19,1732478650,1732475514
20,1732500253,1732497118
21,1732521856,1732518721
22,1732543460,1732540325
23,1732565064,1732561930
24,1732586667,1732583533
25,1732608270,1732605137
26,1732629873,1732626740
27,1732651476,1732648343
28,1732673079,1732667767
29,1732694682,1732689370
30,1732716285,1732710973
31,1732737888,1732732577
32,1732759491,1732754180
33,1732781095,1732774828
34,1732802698,1732796431
35,1732824302,1732818035
36,1732845905,1732839639
37,1732867509,1732861243
38,1732889112,1732882846
39,1732910715,1732904450
40,1732932318,1732926053
41,1732953922,1732946163
42,1732975525,1732967767
43,1732997128,1732989370
44,1733018731,1733010973
45,1733040334,1733032577
46,1733061937,1733054180
47,1733083540,1733074654
48,1733105144,1733096258
49,1733126747,1733117862
50,1733148350,1733139465
51,1733169953,1733161068
52,1733191556,1733182672
53,1733213159,1733204275
54,1733234762,1733225878
55,1733256365,1733245909
56,1733277969,1733267514
57,1733299572,1733289117
58,1733321175,1733310720
59,1733342778,1733332324
60,1733364381,1733352904
61,1733385985,1733374508
62,1733407589,1733395735
63,1733429192,1733417126
64,1733450795,1733438729
65,1733472398,1733459981
66,1733494002,1733481585
67,1733515605,1733502841
68,1733537208,1733524444
69,1733558811,1733545678
70,1733580415,1733567283
71,1733602018,1733588886
72,1733623621,1733610489
73,1733645224,1733632093
74,1733666827,1733653696
75,1733688431,1733675300
76,1733710035,1733696905
77,1733731638,1733718508
78,1733753241,1733740111
79,1733774844,1733759788
80,1733796447,1733781391
81,1733818050,1733802995
82,1733839653,1733824598
83,1733861256,1733846201
84,1733882859,1733867805
85,1733904463,1733889409
86,1733926066,1733911012
87,1733947669,1733932616
88,1733969273,1733954220
89,1733990877,1733975824
90,1734012480,1733997428
91,1734034083,1734016742
92,1734055686,1734038345
93,1734077289,1734059948
94,1734098892,1734081552
95,1734120495,1734103155
96,1734142098,1734123807
97,1734163701,1734145181
98,1734185304,1734166784
99,1734206908,1734188034
100,1734228511,1734209637
101,1734250114,1734230848
102,1734271717,1734252451
103,1734293320,1734274054
104,1734314923,1734295658
105,1734336527,1734317262
106,1734358130,1734338865
107,1734379733,1734360469
108,1734401336,1734382072
109,1734422939,1734403675
110,1734444542,1734425279
111,1734466145,1734446882
112,1734487748,1734468485
113,1734509351,1734490089
114,1734530954,1734509196
115,1734552558,1734530801
116,1734574162,1734552009
117,1734595765,1734573612
118,1734617368,1734594830
119,1734638972,1734616434
120,1734660575,1734638037
121,1734682179,1734659054
122,1734703783,1734680658
123,1734725386,1734702261
