0,1734911143,1734911143
1,1734925545,1734925545
2,1734939947,1734939660
3,1734954349,1734953905
4,1734968751,1734968308
5,1734983153,1734982710
6,1734997555,1734997112
7,1735011957,1735010950
8,1735026359,1735025352
9,1735040761,1735039754
10,1735055163,1735054157
11,1735069565,1735068559
12,1735083967,1735082961
13,1735098369,1735096640
14,1735112771,1735111042
15,1735127173,1735125444
16,1735141575,1735139430
17,1735155977,1735153832
18,1735170379,1735167987
19,1735184781,1735182390
20,1735199183,1735196792
21,1735213585,1735211194
22,1735227987,1735225597
23,1735242389,1735239999
24,1735256791,1735254401
0,1735254405,1735254405
1,1735268807,1735267960
2,1735283209,1735282362
3,1735297611,1735296764
4,1735312013,1735311167
5,1735326415,1735325051
6,1735340817,1735339453
7,1735355219,1735353855
8,1735369621,1735367900
9,1735384023,1735382303
10,1735398425,1735396457
11,1735412827,1735410859
12,1735427229,1735425261
13,1735441631,1735439664
14,1735456033,1735453555
15,1735470435,1735467834
16,1735484837,1735482236
17,1735499239,1735496638
18,1735513641,1735511041
19,1735528043,1735525443
20,1735542445,1735539254
21,1735556847,1735553656
22,1735571249,1735568059
23,1735585651,1735582461
24,1735600053,1735596863
25,1735614455,1735611266
26,1735628857,1735625668
27,1735643259,1735640070
28,1735657662,1735654474
29,1735672064,1735668876
30,1735686466,1735683278
31,1735700868,1735696347
32,1735715270,1735710750
33,1735729672,1735725152
34,1735744074,1735739168
35,1735758476,1735753571
36,1735772878,1735767973
37,1735787280,1735782375
38,1735801682,1735796778
39,1735816084,1735810564
40,1735830486,1735824967
41,1735844888,1735839369
42,1735859290,1735853771
43,1735873692,1735868174
44,1735888094,1735882576
45,1735902496,1735896255
46,1735916898,1735910658
47,1735931300,1735924810
48,1735945702,1735939212
49,1735960104,1735953614
50,1735974506,1735968017
51,1735988908,1735982419
52,1736003310,1735996821
53,1736017712,1736011224
54,1736032114,1736025626
55,1736046516,1736040028
56,1736060918,1736054431
57,1736075320,1736068833
58,1736089722,1736081849
59,1736104124,1736096126
60,1736118526,1736110387
61,1736132928,1736124789
62,1736147330,1736139191
63,1736161732,1736153594
64,1736176134,1736167996
65,1736190536,1736182398
66,1736204938,1736196801
67,1736219340,1736211203
68,1736233742,1736224619
69,1736248144,1736238891
