931,0,1747699952,5.88,0.00,0.00,5.04
931,1,1747699952,5.99,0.00,0.00,5.04
931,2,1747699952,6.06,0.00,0.00,5.06
931,3,1747699952,6.14,0.00,0.00,5.04
931,4,1747699952,6.14,0.00,0.00,5.04
931,5,1747699952,6.07,0.00,0.00,5.06
931,6,1747699952,6.15,0.00,0.00,5.04
931,7,1747699952,6.12,0.00,0.00,5.04
931,8,1747699952,6.32,0.00,0.00,5.04
931,9,1747699952,6.26,0.00,0.00,5.04
932,0,1747700854,7.34,0.00,0.00,5.04
932,1,1747700854,7.42,0.00,0.00,5.04
932,2,1747700854,7.52,0.00,0.00,5.04
932,3,1747700854,7.48,0.00,0.00,5.04
932,4,1747700854,7.64,0.00,0.00,5.04
932,5,1747700854,7.54,0.00,0.00,5.04
932,6,1747700854,7.78,0.00,0.00,5.04
932,7,1747700854,7.60,0.00,0.00,5.04
932,8,1747700854,7.92,0.00,0.00,5.04
932,9,1747700854,7.77,0.00,0.00,5.04
933,0,1747701756,8.77,0.00,0.00,5.04
933,1,1747701756,8.67,0.00,0.00,5.04
933,2,1747701756,8.65,0.00,0.00,5.04
933,3,1747701756,8.62,0.00,0.00,5.04
933,4,1747701756,8.63,0.00,0.00,5.04
933,5,1747701756,8.55,0.00,0.00,5.04
933,6,1747701756,8.64,0.00,0.00,5.04
933,7,1747701756,8.60,0.00,0.00,5.04
933,8,1747701756,8.61,0.00,0.00,5.04
933,9,1747701756,8.45,0.00,0.00,5.04
934,0,1747702658,7.11,0.00,0.00,5.06
934,1,1747702658,7.17,0.00,0.00,5.06
934,2,1747702658,7.24,0.00,0.00,5.06
934,3,1747702658,7.16,0.00,0.00,5.04
934,4,1747702658,7.26,0.00,0.00,5.04
934,5,1747702658,7.11,0.00,0.00,5.04
934,6,1747702658,7.24,0.00,0.00,5.04
934,7,1747702658,7.19,0.00,0.00,5.04
934,8,1747702658,7.06,0.00,0.00,5.04
934,9,1747702658,7.08,0.00,0.00,5.06
935,0,1747703560,7.14,0.00,0.00,5.06
935,1,1747703560,7.32,0.00,0.00,5.04
935,2,1747703560,7.35,0.00,0.00,5.04
935,3,1747703560,7.27,0.00,0.00,5.04
935,4,1747703560,7.46,0.00,0.00,5.04
935,5,1747703560,7.32,0.00,0.00,5.04
935,6,1747703560,7.49,0.00,0.00,5.04
935,7,1747703560,7.33,0.00,0.00,5.04
935,8,1747703560,7.51,0.00,0.00,5.04
935,9,1747703560,7.38,0.00,0.00,5.04
936,0,1747704462,6.57,0.00,0.00,5.06
936,1,1747704462,6.63,0.00,0.00,5.04
936,2,1747704462,6.65,0.00,0.00,5.06
936,3,1747704462,6.57,0.00,0.00,5.04
936,4,1747704462,6.79,0.00,0.00,5.04
936,5,1747704462,6.73,0.00,0.00,5.04
936,6,1747704462,6.83,0.00,0.00,5.04
936,7,1747704462,6.63,0.00,0.00,5.04
936,8,1747704462,6.87,0.00,0.00,5.04
