108,0,1746922302,27.28,0.00,0.00,3.05
108,1,1746922302,27.19,0.00,0.00,3.05
108,2,1746922302,27.21,0.00,0.00,3.05
108,3,1746922302,27.19,0.00,0.00,3.05
108,4,1746922302,27.19,0.00,0.00,3.04
108,5,1746922302,27.16,0.00,0.00,3.05
108,6,1746922302,27.15,0.00,0.00,3.05
108,7,1746922302,27.11,0.00,0.00,3.05
108,8,1746922302,27.11,0.00,0.00,3.05
108,9,1746922302,27.12,0.00,0.00,3.05
109,0,1746923505,27.39,0.00,0.00,3.05
109,1,1746923505,27.36,0.00,0.00,3.05
109,2,1746923505,27.38,0.00,0.00,3.05
109,3,1746923505,27.42,0.00,0.00,3.05
109,4,1746923505,27.38,0.00,0.00,3.05
109,5,1746923505,27.30,0.00,0.00,3.05
109,6,1746923505,27.34,0.00,0.00,3.05
109,7,1746923505,27.33,0.00,0.00,3.05
109,8,1746923505,27.30,0.00,0.00,3.05
109,9,1746923505,27.26,0.00,0.00,3.05
110,0,1746924708,27.60,0.00,0.00,2.40
110,1,1746924708,27.64,0.00,0.00,2.40
110,2,1746924708,27.55,0.00,0.00,2.40
110,3,1746924708,27.54,0.00,0.00,2.40
110,4,1746924708,27.54,0.00,0.00,2.40
110,5,1746924708,27.58,0.00,0.00,2.40
110,6,1746924708,27.56,0.00,0.00,2.40
110,7,1746924708,27.47,0.00,0.00,2.40
110,8,1746924708,27.52,0.00,0.00,2.40
110,9,1746924708,27.44,0.00,0.00,2.40
111,0,1746925911,27.68,0.00,0.00,2.40
111,1,1746925911,27.62,0.00,0.00,2.40
111,2,1746925911,27.64,0.00,0.00,2.40
111,3,1746925911,27.64,0.00,0.00,2.40
111,4,1746925911,27.63,0.00,0.00,2.40
111,5,1746925911,27.50,0.00,0.00,2.40
111,6,1746925911,27.55,0.00,0.00,2.40
111,7,1746925911,27.54,0.00,0.00,2.40
111,8,1746925911,27.55,0.00,0.00,2.40
111,9,1746925911,27.46,0.00,0.00,2.40
112,0,1746927114,27.68,0.00,0.00,2.40
112,1,1746927114,27.75,0.00,0.00,2.40
112,2,1746927114,27.68,0.00,0.00,2.40
112,3,1746927114,27.58,0.00,0.00,2.40
112,4,1746927114,27.66,0.00,0.00,2.40
